Actual,Predicted
10197.06,11091.632
25136.21,27202.805
5479.16,5358.197
1256.23,914.03613
40953.84,32502.547
417.84,517.635
32847.55,35660.965
6937.85,8098.8735
1992.31,2124.885
12398.14,14056.16
3793.58,4695.227
12786.88,10620.958
14956.05,13706.132
41358.01,47438.535
4391.71,4701.654
862.42,5104.434
1142.93,958.1905
32879.51,30637.066
29437.32,27795.086
16399.85,10993.846
20197.18,18987.973
30750.04,30165.7
33058.28,32651.738
105459.03,101118.086
11772.89,13687.934
17249.52,17450.047
57294.49,57105.992
2623.88,2666.6096
64.8,469.99072
20471.08,20669.252
5611.06,5897.374
145988.39,151315.17
1.0,-68.46288
30425.23,34655.203
3277.5,3564.7476
0.0,375.76978
12.5,-120.253426
45752.17,48997.78
7770.74,4667.8584
4894.98,6260.9414
4322.71,3660.316
10766.59,11421.652
7572.09,7801.341
244.77,86.97587
26797.17,28250.361
27956.46,30020.904
4740.0,3709.7532
13140.29,13820.612
8602.67,10113.26
1306.7,1901.2518
20739.8,20804.363
57023.75,57834.445
8058.07,8932.82
16219.08,13669.446
10810.83,8372.572
7909.09,8348.254
2.28,622.23505
61029.66,58377.99
6719.54,6873.234
1768.66,1484.2936
6049.87,5794.0625
8023.24,552.7736
56904.91,51610.53
1435.7,4419.896
60860.8,61092.836
762.9,1079.9674
17486.84,16875.1
1312.33,1661.1866
21438.0,12245.776
43036.65,40404.28
2826.79,3545.5042
31133.41,36001.242
957.62,484.42853
2484.9,2084.9207
4.47,128.31581
124.81,84.397934
9645.2,8375.526
3775.36,5864.0347
6633.15,8124.824
762.92,-73.935394
24240.93,25674.994
8353.62,8493.954
1518.0,865.1345
7444.83,7720.5557
11425.3,9289.998
9780.32,10908.382
10176.14,9398.565
57098.47,60315.55
11236.09,10519.484
36691.46,34217.07
273.26,29.792353
23904.4,25400.072
13106.69,13036.161
20376.39,21342.156
3136.61,2776.9202
13252.87,13374.019
1454.17,359.30386
7845.27,9420.2
6831.32,5409.6064
4801.95,6819.0303
140226.17,121927.336
24927.16,23935.338
393.51,-806.8545
17471.83,16871.186
2806.86,2067.0537
625.64,2289.456
15035.65,15441.677
9843.28,10082.792
7381.45,8429.045
564.58,430.57877
1567.85,1953.1458
44293.01,45099.055
19700.64,20650.057
14653.13,13969.121
3287.5,3864.275
42663.75,41259.332
9602.15,9919.116
3760.29,4784.9575
3514.87,3904.178
17492.21,15790.29
1448.06,2644.8079
13913.77,13690.788
108409.69,106225.27
15808.84,15169.759
6480.93,5803.8677
27889.39,26511.082
94482.7,91246.85
48014.4,51692.688
1673.73,1407.6483
28121.65,32717.125
9259.27,12029.622
31812.83,33940.69
27416.33,28389.066
17810.6,17965.412
4253.77,4582.423
11593.81,10039.963
1982.79,1825.3835
2690.28,2293.7214
28623.61,28078.389
80115.03,82266.016
5.0,1163.2814
19507.68,22145.191
9779.22,12232.738
144.75,655.4133
2750.77,2587.9307
62077.49,64536.168
9819.06,6987.946
4325.41,4853.254
68830.51,53911.594
178621.33,169182.67
5720.08,4660.36
629.74,320.70438
3210.88,2601.1584
11.74,-98.57964
9605.74,8042.1787
2733.28,2463.7666
3118.18,3860.5203
18540.78,18158.73
1135.84,843.2508
62885.67,61306.742
77608.73,74351.1
7018.84,9419.042
6515.11,5907.6772
54925.53,48519.77
72177.4,46155.066
9997.19,10814.373
433.31,176.80006
4124.05,4913.968
12854.21,14057.042
19412.96,19503.58
6686.87,7618.6196
376.82,-29.56454
78.6,-99.364746
32570.29,32093.14
39775.45,30704.98
46701.89,51315.152
7908.33,7228.0825
218.25,110.608086
28107.75,27878.041
19670.67,20442.887
16613.21,16761.072
58001.1,55009.953
23482.33,22441.81
3513.1,3263.3186
16958.83,18227.266
25.0,1865.8944
19523.1,19231.354
43268.49,44946.367
3399.83,5663.275
15813.65,13646.524
399.8,212.37984
20066.03,26517.354
162.3,-501.00162
108.0,-1177.1221
45123.33,53257.688
10308.18,10215.345
24739.2,23203.514
12.0,627.3638
11.56,-1594.2344
46710.96,42382.152
14959.94,12560.605
5220.07,3855.6172
23189.1,27640.262
58524.87,53299.39
5850.31,6119.281
17774.45,17402.89
15520.42,15007.392
2939.58,2888.2656
50751.09,43908.016
55185.25,51724.88
18152.61,18033.076
12601.76,13701.927
369.0,-411.1951
2.3,-1858.5144
56612.51,55188.777
161.0,3018.3286
6896.29,6341.6597
86595.77,93412.52
3485.0,4250.4946
4520.0,5056.392
63.25,329.86017
15588.94,15222.275
3104.59,3248.4805
21790.76,20180.895
45283.97,49409.805
3594.91,10482.111
52550.84,51723.195
51304.65,50091.883
48594.24,51038.21
93.61,871.66547
61.29,469.44424
117030.73,118033.2
10811.6,10741.484
12310.03,14062.779
269.66,-97.90105
693.87,334.4892
1379.3,801.5721
39033.08,38605.742
303.6,341.71616
59.92,-908.09094
22473.73,24144.45
7110.38,10986.838
11451.17,10677.8955
120.0,1138.7032
301.42,187.94473
11.88,144.83815
2.5,1520.9635
7435.65,6766.6323
8967.12,10268.299
27569.68,29146.959
14233.43,14382.754
11570.03,14784.994
1546.0,1697.4071
9128.62,8424.118
25.22,733.85004
11.97,-458.43097
86341.64,83212.13
24343.86,23632.043
3769.49,2484.0564
856.5,1542.3177
1221.68,879.91455
11353.77,9226.567
28072.95,24303.516
54416.68,53891.824
39899.9,43141.668
14.91,422.3657
5765.09,5955.5244
129239.0,110023.03
802.07,1864.357
54129.36,55857.195
21319.03,15781.895
80213.47,70465.016
7721.3,6875.153
8053.04,9057.157
4171.83,5091.57
40878.31,35527.9
35708.91,37756.156
4.97,-327.5187
25.83,242.541
7806.51,8448.805
12869.94,17610.592
4325.52,4502.6353
6332.31,5457.5728
264.0,429.55408
53752.32,44748.207
2386.24,1980.4163
34.8,-932.624
8316.52,5920.02
26907.12,22569.02
358.74,434.56735
52244.34,64767.82
5379.77,4762.9355
14038.72,15169.026
44769.51,46274.582
26469.7,27007.62
11430.38,12213.427
173.8,-577.63635
79525.37,82807.445
895.6,1688.7554
2375.68,3593.6238
120.0,-705.55035
9181.16,9294.886
28319.5,26935.043
12833.36,10518.91
20806.86,20463.854
1736.76,1257.5934
23656.84,24698.607
58.57,-41.1445
4043.48,5086.0757
163.76,306.63666
12844.75,12454.823
489.41,3145.51
153216.18,146688.34
25741.03,33702.473
25958.18,24845.5
359.58,264.39352
543.76,-218.65889
49.88,-119.55623
5.97,-255.6403
41213.07,47064.105
1390.95,1433.043
14545.85,14457.682
9212.12,7499.7266
29682.67,24417.607
1471.97,1576.2957
322.04,-896.1215
117.85,360.3588
2446.48,2328.697
322.0,201.69289
2341.59,1751.698
29896.97,34208.844
4638.0,3895.596
10886.64,11086.626
6597.6,6963.9937
1685.0,1487.1595
14538.08,13851.24
20011.47,26984.605
88708.89,87444.67
6436.38,6622.1226
102.88,731.5375
39389.46,40383.645
5735.63,6449.663
6390.18,8141.7417
62.0,6.830311
3099.5,3402.2253
11594.04,10921.436
23124.74,15911.532
76734.95,74547.664
8766.79,8090.2383
10440.0,9700.605
2944.41,4476.6284
395.0,1112.3636
10591.99,9898.133
2108.27,1261.3192
76724.11,80008.6
9121.87,11750.542
49444.68,48003.727
34936.18,33526.066
22585.84,22074.625
21461.95,25044.01
2432.12,3660.0317
1279.02,713.38116
3268.93,2719.4148
15524.81,16164.797
13639.99,12902.683
94.61,591.2877
7658.08,7458.6978
2226.0,1099.3676
2597.2,1661.5797
7273.32,6896.7827
-2.34,275.96484
4549.18,4481.2354
8488.33,5826.1597
2777.72,3771.7844
17321.84,17074.809
1217.4,2027.5911
2043.0,1494.7081
2244.37,2989.3516
29812.69,32900.535
20325.79,22975.078
1088.26,2639.2297
1226.0,403.33786
524.9,1965.8893
6082.62,7720.9165
7734.22,9304.016
36893.25,35642.96
48965.04,57593.242
37593.03,37608.277
3117.09,2386.7986
11264.42,11591.409
11009.6,10775.284
9045.87,12425.094
12125.1,12525.971
5464.76,6105.327
65523.92,69026.22
11690.71,11902.741
3549.0,2863.8215
29386.35,31375.588
8134.15,9945.568
468.0,644.07214
2451.45,2893.3225
17040.48,17152.328
111.07,874.13477
5201.35,5696.188
5689.6,5630.9995
-3.49,-282.4579
40934.44,40842.785
33526.97,32847.832
441.0,-449.543
3801.23,3861.231
9966.61,8381.445
12.24,148.59103
6050.89,4954.722
5005.67,5920.224
2109.21,2707.809
25772.56,23985.38
15076.32,13772.812
9381.49,11264.979
94109.56,104069.25
18352.18,15051.552
72213.14,69186.52
104017.37,99502.59
2949.51,2799.6768
467.0,188.13416
14554.5,12996.496
313.31,559.7706
31195.69,28635.133
3440.62,3710.3423
3707.04,3230.5066
3.96,-440.6499
670.76,1360.0349
53550.67,50089.832
845.95,527.44995
81496.82,77980.01
11308.83,12227.933
6726.48,6737.1064
15094.36,13023.86
2754.28,3405.806
5389.1,5838.37
17573.23,16059.058
58720.37,63539.105
59515.31,57961.855
14993.1,14395.122
8528.64,9871.407
112.77,327.41226
9520.29,8973.866
45718.01,45208.973
11067.84,11571.537
175.26,-374.35077
5191.41,4855.6978
212.16,553.61676
14400.28,13966.479
47371.23,51400.07
6940.1,6139.537
46616.23,45141.566
30563.0,26184.723
3152.33,888.5891
126763.28,134052.6
6619.45,7713.1357
484.16,-15.648954
8086.81,7719.9585
16026.54,17841.553
79.2,-146.28955
18921.63,16224.022
3376.65,4441.807
76.23,196.02475
290.76,1022.5517
21005.19,19702.672
53751.39,53840.918
25730.35,26098.22
12047.86,12658.4795
20.0,-304.9024
3371.21,4103.156
152.76,-979.34467
37193.6,37071.85
6692.0,7796.715
3637.8,2889.3086
10043.2,10766.864
32060.14,34401.52
1263.26,1524.2732
5544.0,10533.961
4646.7,3947.4275
12620.26,11709.853
12086.4,12910.872
11755.19,11331.752
43243.79,41425.69
3090.64,4205.5786
7122.6,8162.845
2449.24,1916.2216
57237.55,61700.617
10405.18,10146.27
299.2,2242.5225
11004.08,10551.088
4602.22,4518.573
4983.38,4308.107
479.95,521.69617
2907.06,4110.4404
28726.86,23028.182
42482.95,41332.05
70.78,31.078089
5148.98,3074.842
5818.71,5695.6875
40847.94,44388.5
125394.35,98408.84
5291.86,4087.9895
53676.98,56687.4
2237.11,2086.4338
9331.86,8785.867
26893.77,25364.408
51634.51,55022.73
4039.45,5306.9224
39261.2,42108.363
13226.83,11713.732
1547.76,3267.4214
11.97,-1500.4647
1812.47,5924.3
38526.42,37672.94
5468.44,5346.9717
14.95,-144.86559
3128.1,1683.4423
631.37,991.25433
4960.15,6723.5356
90929.62,90046.266
2984.86,3027.116
17376.71,20301.648
22.94,292.02298
52.8,50.085644
38980.45,36347.92
16961.05,16297.25
14184.99,18069.05
27597.82,25938.422
11299.3,12004.189
3320.39,10235.114
15924.34,15053.191
4996.11,3714.3357
32346.54,31786.025
574.03,242.29572
815.88,1020.6412
12583.95,11611.765
6057.4,5474.1235
33.5,1453.3135
4341.01,3909.728
2741.78,3587.6526
3467.14,3918.5522
4428.63,4003.136
3475.38,4447.699
3223.25,4368.9897
43054.6,39683.805
5213.68,4249.7456
4676.74,4451.0425
20.64,-13.511347
59511.97,64186.984
17700.33,17689.346
2025.5,1358.323
17779.13,18287.902
16533.41,17297.158
317.89,134.50378
607.0,1857.1586
627.68,339.75876
2282.62,2389.014
1962.5,1724.5704
5522.7,5477.8867
1578.94,1590.7887
6740.62,6558.498
3665.48,3481.0383
17500.74,18291.957
83899.41,82037.4
7854.46,7798.8154
5291.82,6147.081
312.05,842.37933
29.8,1453.3901
10846.55,12270.584
18864.46,19887.035
47199.71,47963.7
15054.38,14382.156
16390.77,23600.549
144.76,-219.80849
15280.07,15311.285
1878.74,1125.8035
10854.48,11221.782
30.92,-564.73895
23827.78,21620.63
13439.9,13349.087
232.46,93.15836
44634.53,48179.125
1397.02,525.9977
12454.09,12877.029
282.78,115.99451
5021.62,5675.2295
1.76,-423.31912
35.94,340.73303
7831.25,6127.162
10621.39,11275.898
38756.71,39389.77
63379.12,64703.43
4585.64,4794.945
4008.67,3692.9236
3767.0,6444.007
2094.7,2977.6157
31898.96,32763.652
46096.85,32760.17
3374.25,4621.842
40584.76,43659.082
2759.29,2066.9067
2060.86,3157.2053
1226.67,2388.5676
3729.8,3966.7551
7023.95,9410.172
2189.22,3579.9724
26041.71,24545.807
144.0,624.6511
11752.1,11333.223
9462.19,9782.701
137.92,-73.354675
2728.74,3284.2969
1290.76,-151.93436
5506.2,5243.7217
3893.06,1553.2283
10371.82,8776.636
6548.71,5647.8633
13343.67,14283.945
5486.26,6810.6743
520.6,871.06067
16951.62,18523.398
10107.65,8580.439
5351.4,6157.773
16055.08,15996.481
-2.0,97.64286
619.64,990.5982
32.3,246.49904
270.38,262.45343
4216.0,5363.465
1667.6,2513.7864
21042.35,21122.154
539.06,385.52805
2051.38,2116.5806
39576.27,45375.355
5917.44,7107.908
6506.71,7794.314
29829.61,26427.637
5720.59,6034.5703
29221.59,32181.918
9295.95,8983.942
931.0,132.9853
4352.08,3993.7942
280.03,594.3458
5559.96,5427.3174
1359.92,1033.3756
13690.32,16623.68
23069.57,23054.564
80.78,405.04752
43619.01,54691.953
39379.68,38282.43
809.66,380.08533
2395.25,2256.2773
269.31,-95.828636
13254.85,12866.128
79.16,148.93117
43937.06,41281.613
20160.03,20250.979
11068.28,9596.782
60055.05,54050.504
79361.48,61814.82
212.0,-240.2409
3608.94,2806.6604
106.92,-47.64403
1649.2,1564.8092
5712.43,7142.68
448.8,53.61264
12099.74,13379.191
2562.37,3073.647
622.87,1070.0652
3117.72,3302.9863
9840.25,12399.161
68.16,-739.6734
57.84,407.1805
12933.85,13182.476
4810.5,5071.7715
396.0,173.11197
49137.74,41175.785
396.42,241.58623
32.79,967.9673
19633.78,18517.082
3243.1,3561.6462
65.84,-501.66037
60196.22,62999.707
5702.03,4443.3286
272.29,759.69006
8516.02,8675.949
246.96,474.42722
3002.6,2991.5144
9574.95,9133.046
25219.09,22023.646
48939.91,50299.55
32800.66,32170.543
31016.61,31851.562
10255.27,11356.808
1478.82,1837.4949
19368.16,16479.412
21362.18,19497.21
2391.98,3444.856
23777.66,30113.406
3776.29,3222.172
959.15,1566.7632
10982.97,8733.745
10702.87,13214.1
144.0,152.7189
4640.62,4111.105
18190.33,17453.549
4165.32,4435.676
35517.44,36430.406
9021.28,11841.294
6045.44,7029.207
13195.45,11754.736
10571.81,10949.536
4617.75,4414.2534
5208.86,4257.8765
1069.23,1456.141
35.2,175.781
224.72,969.7728
2328.3,1887.5697
11034.42,12538.891
22933.18,23734.178
9249.18,8475.272
4701.0,5776.747
11080.9,10189.728
39553.37,37911.066
4421.24,4170.626
10712.59,11275.234
9320.86,8907.408
9305.35,9651.41
5437.53,5431.1895
21322.6,18957.537
2331.04,2059.8872
10.0,-208.78935
66380.13,73236.555
17314.06,16289.16
21119.57,22624.076
2192.99,4051.8188
41514.87,40184.02
1762.79,2474.481
1971.81,2316.2578
4827.2,3953.7544
13265.3,12195.277
484.26,3119.6084
872.42,1027.6946
2377.4,3008.9678
18829.51,18110.764
7073.66,6023.8477
13849.1,13971.237
4133.69,3598.1907
33718.83,30038.99
13806.73,20831.043
2529.16,1891.4556
1736.8,2013.6945
60153.83,59805.504
2054.0,2225.5903
6785.5,7692.028
7504.77,9037.732
2939.0,2554.4285
3373.89,7248.357
1800.32,1556.5753
6080.19,5265.502
6212.92,4317.7017
22735.49,18814.494
45901.3,47033.19
25162.97,24773.691
24184.41,29139.287
6275.88,6141.663
25253.07,28366.764
39.88,-66.895065
20407.37,17773.588
72.5,973.01306
743.91,519.7549
50.0,-484.47787
57874.98,62985.445
11558.96,10990.923
9708.97,9835.953
8189.8,8445.671
20023.98,13529.317
2955.0,4238.27
35500.41,33997.08
91607.15,91093.15
50049.32,43809.086
2974.65,2713.765
1362.3,2355.17
100242.46,92009.49
3088.83,4340.021
1944.19,1800.2172
731.2,193.63708
23006.02,22299.283
7565.11,7678.815
886.61,-348.803
35666.54,38260.0
24083.4,25654.916
34886.69,34698.33
80.0,-274.73825
28189.26,28596.916
3867.67,4332.7705
8059.56,9503.851
27876.71,27740.645
27039.65,26829.16
8260.84,8356.136
37740.15,27624.5
265.05,-74.25447
22994.1,24367.434
2597.65,2292.5273
32807.58,39697.22
8543.11,7962.089
35095.89,27428.48
288.0,286.31564
15368.75,8727.722
27285.06,24624.8
759.62,655.09625
128.72,134.65335
8495.37,7840.999
4676.05,5817.986
44068.98,42244.44
13281.53,14227.791
13229.59,13067.14
461.71,2257.452
4466.52,3422.5754
1839.89,44.83753
14368.79,13790.663
1315.0,2297.2554
11.0,-269.37567
5798.13,4877.335
4546.78,4367.954
15624.46,18630.854
15.0,-358.8232
4273.18,3494.8914
3955.76,4802.318
68583.7,63375.703
7986.71,9931.91
15466.33,16279.753
2698.82,1942.0542
4437.5,5702.889
5304.28,5272.937
673.0,202.4911
5.0,-354.11713
6766.66,6203.938
6989.08,7975.2676
14116.21,14760.179
9510.51,12287.479
29.88,14.649494
2841.28,1866.6294
5351.41,6912.1377
107830.89,113443.45
4868.85,3842.649
900.0,1513.3192
3145.48,2368.6516
6483.36,6291.379
15394.77,17615.66
2004.06,2539.3997
4786.53,5499.9424
22905.45,24641.312
458.18,-425.4632
19.0,235.3309
4087.35,4366.4404
12794.68,11345.039
2005.75,1551.1248
34046.18,30637.602
107.57,-244.49998
13289.0,12475.409
58942.47,60101.523
33930.61,36726.58
1663.55,2795.7163
31683.26,30768.674
19676.52,18598.896
16427.19,14239.492
1934.95,1707.5332
6896.64,6713.5825
1317.24,1051.3267
3.84,-284.51382
8209.44,8723.6045
6217.74,5319.6724
1347.17,1027.0074
5495.0,6319.8647
517.6,1696.3695
17498.01,17565.186
32995.0,37132.566
3627.32,7199.823
3066.54,3253.1775
137.0,-196.50726
13415.4,14816.77
9814.96,9567.761
700.46,640.6895
5928.71,5341.8066
4769.65,3716.8315
10.0,345.56464
13242.93,12153.975
1210.6,2304.9631
18221.78,15069.048
67093.26,67334.7
9508.41,10093.371
55.34,-139.33861
3591.89,2617.0662
2537.82,2468.324
9724.02,10422.961
33170.45,32663.707
45303.41,45748.42
4529.73,4558.0117
25232.99,25301.65
8987.87,8907.63
1376.67,850.8309
17795.32,14779.422
17439.88,18320.379
43.92,2.083829
318.0,73.443436
8491.53,8241.548
2898.41,2314.6362
477.85,3.9553628
25236.05,21388.654
15461.68,18654.13
1809.15,2750.919
122.0,-581.9663
6150.22,5090.001
1203.42,2853.702
34.91,-207.65186
5.88,-1138.051
3713.48,3122.0325
7183.25,6683.6924
6678.46,9479.288
2963.43,2898.061
19780.49,23430.342
8.94,400.8486
22583.53,21636.39
64555.59,63816.68
27465.39,26334.217
51.84,784.7738
19813.29,19152.44
247.0,-472.89334
6778.6,7127.387
1756.5,1734.7952
58720.02,58406.82
839.31,1046.283
41965.68,41686.44
24069.06,22931.031
74792.07,75870.62
11064.67,8275.522
1387.53,1440.2695
1319.28,2930.045
56873.04,59506.266
1846.94,776.18726
22280.24,23373.828
58795.76,60426.27
18937.31,19447.37
44.0,192.44914
1864.95,1823.7203
29418.82,32389.334
24555.89,27974.701
6451.59,7842.4946
6.18,-33.305138
6755.77,6530.0103
43458.52,41828.105
24497.52,30066.125
96322.17,116883.99
17274.52,14153.196
4470.02,4880.826
94450.19,96583.25
1649.06,845.7825
21355.5,22271.973
23493.05,24460.12
54994.27,56009.89
100.76,328.62863
4552.18,5684.58
37754.38,38862.96
16807.45,18197.66
8385.25,8683.155
3083.0,2795.144
47372.96,46124.562
3432.96,4197.5884
27309.28,26640.266
2717.84,2856.182
2648.81,3227.978
2238.95,2152.9045
17077.35,17717.38
3018.82,4089.975
3851.61,3158.9072
1215.34,1996.6504
38032.39,32098.725
1336.67,1642.1982
1231.0,1886.6038
91586.78,92306.15
95.62,1156.0388
1101.65,612.1297
49489.95,48644.934
31696.72,32794.535
338.67,629.31036
5548.41,7319.421
27913.44,32738.434
18533.37,18909.455
11632.74,12071.809
4350.39,4328.8936
19252.31,19711.113
15834.16,15302.933
496.0,1068.6716
26754.69,27360.662
7477.9,7940.3564
49793.37,40558.38
721.6,919.25354
2783.5,2009.5842
17527.91,21561.422
2097.91,1664.5553
11716.16,11622.392
11851.17,10539.152
598.4,646.2935
50271.09,48494.51
1379.81,2101.964
8818.94,8616.643
47552.15,49315.957
12525.16,11185.466
4066.15,4706.99
14474.46,16858.305
1801.79,3359.0059
5955.0,4569.825
2812.12,3803.918
6198.4,5089.2256
7367.9,7587.833
13128.13,14775.701
20847.32,23660.91
16638.07,15518.494
6011.1,5775.874
16485.69,15374.785
2772.92,3564.7349
47109.7,45926.457
7122.71,6496.775
4476.44,3764.9053
2837.0,2297.5618
14466.62,15197.189
9904.96,10805.913
7584.35,7177.055
12282.21,13062.8
7282.56,7062.2627
1485.91,1002.3261
46018.96,38919.742
10818.62,10354.063
34779.27,33854.527
22030.64,23595.656
1029.0,1841.4506
19993.24,22948.672
30782.42,33770.98
1063.92,1594.7441
2639.98,3829.55
70073.45,73016.45
21064.33,19788.117
10657.04,11236.02
19292.68,19829.63
60674.94,56386.18
1686.49,1357.5917
36326.13,36198.586
44373.32,41161.22
18160.68,17728.043
44609.41,43811.586
7040.4,7962.449
11628.18,17973.379
522.0,772.5687
41954.86,41624.977
15198.42,13133.563
55940.9,56710.793
18389.67,19616.121
809.91,2052.339
8391.66,8570.259
10160.25,12193.958
20124.88,17871.068
18.0,-129.5642
45254.02,46406.555
10534.98,12066.584
22861.65,25599.58
16846.57,19399.432
26205.91,25087.648
32037.36,31111.305
9601.08,10832.514
2434.19,2174.2407
46241.87,44741.348
3486.42,6712.6216
19766.18,19506.6
15911.38,14160.846
34605.96,30260.406
164.24,-961.71735
802.18,1278.2979
385.81,-152.11156
487.7,630.19037
5399.1,7606.9355
23524.28,24458.875
8909.41,9689.919
22882.43,20389.1
1303.3,2335.5579
12704.12,12058.471
176.0,-619.0553
14535.76,15814.992
7864.96,8646.693
44727.74,47392.42
1266.41,1030.3394
84987.57,82546.12
17000.15,18465.416
79332.69,122057.92
508.63,1808.1814
129.78,-320.99014
3637.95,3343.209
17814.95,18202.582
2565.93,5760.653
3123.1,3469.3462
7582.6,6831.6504
1736.84,647.19135
24148.49,26651.217
87388.78,84039.39
2407.25,3512.3428
12973.35,13727.903
21576.89,22061.38
6474.17,5688.6646
601.96,1100.2625
817.0,2048.797
1541.92,3717.1812
8724.99,8559.145
3289.79,4315.9116
298.0,-903.9006
1734.04,1227.6729
917.79,814.70416
3229.0,1816.666
17345.18,16661.01
2161.84,1965.1057
100561.19,96412.22
1808.75,2108.3057
74582.94,68638.195
2393.5,2601.109
115.42,228.36987
3409.46,3109.2021
11897.94,11379.489
31.5,-326.08047
4.0,676.25116
2090.51,-438.87335
1163.03,1431.6317
15.0,242.03609
454.2,793.3599
15327.37,16271.302
43952.52,49637.742
21671.42,22076.729
23725.32,24835.379
3813.13,4309.907
33199.8,37485.04
20735.01,19894.928
37058.55,37325.613
1791.72,2530.2698
12557.96,12673.6455
24288.01,16573.559
76273.74,80275.88
4338.0,3350.1868
32499.77,31745.62
6884.51,6987.7817
13526.02,12971.424
4727.79,4834.117
102365.35,105739.57
28249.24,29877.79
2026.13,2468.3955
2206.08,2108.831
4721.0,4154.569
115720.81,112723.695
15493.21,15088.826
72051.35,72400.055
19291.0,15986.923
11264.94,11585.871
34803.69,34922.402
12465.43,15375.608
27810.08,22705.748
8208.61,8483.27
261.64,837.5644
4497.29,4374.325
4031.4,3766.4014
1393.9,359.16257
10072.06,9111.255
164.14,628.1359
40902.74,37267.08
455.05,-598.1503
35450.15,35609.37
19804.02,19930.424
64731.0,57388.855
4687.16,5605.3125
7164.68,6757.8447
3283.09,3713.3643
77.44,-2245.5923
882.69,2373.7473
736.07,709.18054
35120.35,42091.707
22968.91,27994.135
123185.62,111793.805
6071.52,5746.0234
194.7,251.64117
43166.35,51201.69
44378.27,49264.742
68312.61,69485.06
9046.74,7854.1406
22788.96,19773.363
65441.65,66571.016
720.0,573.1177
18941.94,18515.947
5572.26,6615.4307
32230.56,35514.633
37617.94,31532.568
43652.7,46023.59
12781.01,12126.002
21832.14,23103.186
9967.78,8015.901
13266.1,13094.1455
82173.7,76672.125
732.5,-78.61067
7032.79,8379.055
2055.0,2935.4592
6120.83,6367.372
13448.26,14294.222
25229.37,24912.543
44197.18,41899.016
9119.95,8718.817
4460.88,4986.9326
3037.13,3843.2795
1940.58,1314.9365
56681.46,58404.477
6795.77,5009.1465
70.4,300.186
3688.52,2803.7256
10141.83,9429.315
1009.57,981.4427
16058.11,19221.586
11683.94,11221.093
2541.06,1810.3108
10646.28,11049.006
765.0,1144.826
887.57,1934.7113
6788.75,6294.671
29395.52,27753.945
104.42,-85.705666
21980.96,21792.115
3063.31,4052.1487
34006.64,35927.734
7190.32,11548.839
47893.23,44630.48
27553.33,30020.44
16797.46,16339.397
39959.09,37651.645
6429.14,6567.0923
5071.93,7968.5884
29614.68,30084.326
3797.04,3951.5415
63718.64,64245.64
268.0,-536.26984
126.76,-148.6321
321.47,923.74963
563.2,-688.5333
4607.43,3750.4153
32668.67,34377.645
287.35,-2169.2266
2493.17,2094.967
26.62,-428.35678
391.72,2023.6289
23027.4,26717.139
149.6,73.40819
4163.09,4211.847
139530.98,135164.47
1470.98,1325.3394
2358.5,2935.9595
36528.75,37858.426
22958.56,24586.762
17170.29,16115.088
11246.17,13045.741
2504.68,3096.0247
5879.61,6840.3438
29962.62,29122.027
7917.06,7161.39
18638.37,18446.676
15.88,-417.1851
23112.4,23294.21
4011.75,3736.8457
21901.89,19548.396
2220.5,6184.478
60288.05,63604.887
14595.73,16666.615
47.92,214.71288
1958.61,1918.9042
39314.47,43841.953
35.74,-115.319336
5507.99,5399.1704
6850.09,7228.6924
3606.65,5020.0254
28246.0,31352.67
15838.63,16852.986
1046.0,826.28217
47773.62,48613.582
5964.36,7038.0425
23846.33,23343.838
11574.56,8783.4375
35778.97,37127.47
61621.48,56960.66
132.74,118.935326
14.36,-594.14294
17628.25,18453.84
10011.58,9528.519
11411.78,12940.966
8604.15,11040.96
10746.15,11833.161
48722.94,46245.402
21355.92,20961.059
18307.24,17837.424
59073.26,61864.316
12858.61,13453.261
21.14,-206.7638
15031.92,14018.669
43985.17,48104.62
48146.05,41711.59
60.0,-569.145
673.78,799.37305
54621.39,53725.508
34970.67,32584.814
22.0,186.15471
25942.39,26478.293
871.78,973.21924
4092.91,3817.6958
4806.06,5560.0283
19.47,-212.62733
6978.84,6732.6763
12251.05,10300.539
3458.33,2042.232
62.65,26.080029
1618.74,5966.5
16697.48,18311.68
40723.89,35949.836
17567.97,18784.553
8270.45,8685.9375
4146.09,5197.376
3504.29,3494.1458
13577.36,11454.722
10319.45,13124.911
25196.84,25427.182
152.18,1389.4685
15502.77,17534.74
15859.68,16903.71
20281.0,22237.62
1218.67,1399.668
7716.86,7474.0015
2435.54,759.07007
135237.09,134310.95
12635.24,12288.55
9281.76,8164.2227
11532.41,12364.991
1891.19,1952.8657
11026.01,12735.383
3612.4,2680.3948
32312.31,30459.809
13735.19,14718.741
23026.27,22447.113
23992.69,25743.572
10657.72,10528.7
8008.99,8913.882
1448.4,2276.711
26467.64,30949.893
12794.73,12187.739
2253.36,2673.1196
11253.81,11108.891
261.0,1048.1438
2333.17,2526.7688
562.36,758.3871
10312.66,9443.767
27767.43,29879.133
4295.46,2706.131
10176.24,12089.799
2.96,674.1032
522.88,844.7384
77699.18,74315.02
3841.14,1734.4391
6976.8,8753.6455
20335.38,15972.052
56.0,73.902626
68344.24,71636.87
24405.41,22662.29
105458.18,111607.07
1735.38,715.0592
64291.76,84868.02
1918.42,2433.834
14014.06,13146.303
4067.14,3625.1372
37528.52,34350.676
26865.56,25568.482
45554.13,46065.367
547.96,788.3409
13998.46,15490.124
